GATE_DS_SB: 673.6324,534.688,535.8354,373.5188,2,0
Connection: SB_A04,SB_A13,3,25,45,25,2,0
Connection: SB_A05,SB_D02,41,32,74,5,1,3
Connection: SB_A05,SB_D05,2,32,186,3,2,0
Connection: SB_A06,SB_D05,4,30,95,2,2,0
Connection: SB_A06,SB_J04,43,33,165,10,1,3
Connection: SB_A07,SB_B03,5,33,43,3,1,3
Connection: SB_A07,SB_E03,45,30,3,6,0,2
Connection: SB_A08,SB_B03,3,11,44,16,2,0
Connection: SB_A08,SB_J04,44,3,8,8,0,2
Connection: SB_A09,SB_F03,45,16,13,56,0,2
Connection: SB_A09,SB_H03,6,3,7,72,3,2
Connection: SB_A10,SB_F03,5,12,47,139,2,3
Connection: SB_A11,SB_B01,45,16,8,13,0,3
Connection: SB_A12,SB_B01,3,9,96,2,2,3
Connection: SB_A14,SB_D02,3,24,200,24,2,0
Connection: SB_A14,SB_E05,48,18,2,18,0,2
Connection: SB_B01,SB_S07,34,19,24,20,3,1
Connection: SB_B02,SB_C01,7,7,138,10,3,3
Connection: SB_B02,SB_C05,104,9,27,110,3,1
Connection: SB_B03,SB_J04,44,55,3,54,0,2
Connection: SB_B03,SB_D03,1,19,195,22,2,0
Connection: SB_C05,SB_I01,25,17,16,115,3,1
Connection: SB_C06,SB_E04,25,115,128,5,1,3
Connection: SB_C06,SB_S03,39,76,39,24,3,1
Connection: SB_C06,SB_F02,19,20,21,116,3,1
Connection: SB_C07,SB_J02,146,6,5,49,0,2
Connection: SB_C07,SB_J01,19,8,175,8,3,3
Connection: SB_C08,SB_D01,3,5,95,11,2,0
Connection: SB_C08,SB_E01,149,5,3,5,0,2
Connection: SB_C09,SB_E06,5,99,263,17,2,0
Connection: SB_C09,SB_L01,47,23,3,106,0,2
Connection: SB_D01,SB_D07,2,65,40,11,2,0
Connection: SB_D02,SB_E03,3,5,251,6,2,0
Connection: SB_D03,SB_D07,14,3,37,145,3,1
Connection: SB_D04,SB_S04,2,146,11,13,1,2
Connection: SB_D04,SB_F02,3,10,98,97,2,0
Connection: SB_D05,SB_E03,10,3,141,7,2,0
Connection: SB_D06,SB_I01,23,144,13,16,3,3
Connection: SB_D06,SB_E05,26,15,224,17,3,1
Connection: SB_E01,SB_E06,245,5,5,7,0,2
Connection: SB_E02,SB_G02,247,26,3,25,0,2
Connection: SB_E02,SB_J01,4,7,239,43,2,0
Connection: SB_E02,SB_J02,11,2,7,69,3,1
Connection: SB_E04,SB_H02,5,12,199,47,2,0
Connection: SB_E04,SB_G03,244,12,6,5,0,2
Connection: SB_F01,SB_G03,95,94,174,7,0,3
Connection: SB_F01,SB_J03,70,73,4,19,3,2
Connection: SB_F01,SB_I01,10,12,146,115,3,1
Connection: SB_F02,SB_I01,10,12,68,117,3,1
Connection: SB_F03,SB_H03,41,16,130,75,3,2
Connection: SB_G02,SB_S05,354,7,14,6,0,2
Connection: SB_G03,SB_J01,347,5,10,8,0,2
Connection: SB_H02,SB_H03,6,47,196,9,2,0
Connection: SB_H03,SB_S06,4,9,35,4,2,0
Connection: SB_I01,SB_S01,84,117,32,25,1,0
Connection: SB_J01,SB_Q01,245,69,8,5,0,3
Connection: SB_J02,SB_J03,232,68,500,34,1,1
Connection: SB_J03,SB_ROOTACCESS,378,34,15,3,1,3
Connection: SB_J03,SB_S02,423,10,11,17,2,1
Connection: SB_Q01,SB_Q02,34,30,94,15,1,3
Connection: SB_Q02,SB_ROOTACCESS,82,27,11,13,1,2
Connection: SB_TM01,SB_TM03,39,92,15,18,0,2
Connection: SB_TM01,SB_TM04,19,89,92,56,2,0
Connection: SB_TM01,SB_TM02,18,49,36,11,2,0
Connection: SB_TM02,SB_TM04,12,29,69,4,1,0
Connection: SB_TM04,SB_TM05,8,46,31,19,2,0
