GATE_BL_TM: 2675.206,-1295.226,1994.358,-1088.913,0,0
TM_E04: -2217.54,-1319.598,-2033.508,-1209.813,1,1
TM_E05: -2635.769,-1475.442,-2174.161,-1444.167,2,1
TM_E06: -755.1802,-1496.714,-901.874,-1363.675,2,1
TM_E08: -2503.769,-1594.442,-2034.16,-1430.167,2,1
TM_E09: -2063.065,-1340.477,-1761.079,-1072.931,2,1
TM_E12: 519.7178,-1353.271,302.4407,-1205.825,0,1
TM_E13: -409.83,-1740.26,-790.5366,-1514.649,2,1
TM_E14: -37.31744,-1790.573,-393.0367,-1540.85,2,1
TM_E15: 118.4468,-1765.678,-222.45,-1602.577,2,1
TM_E16: 342.4604,-1616.598,-224.5057,-1451.813,1,1
TM_E17: 588.4606,-1552.598,-68.50592,-1354.813,1,1
TM_E19: -597.8298,-1485.258,-760.5366,-1364.649,2,1
TM_F01: 1019.038,-1557.25,334.8743,-1441.235,1,1
TM_F02: 1447.295,-1447.48,945.8099,-1339.446,1,1
TM_F03: 1647.416,-1506.183,1093.951,-1439.534,1,1
TM_F04: 1890.295,-1471.48,1240.809,-1327.446,1,1
TM_F05: 1816.295,-1607.48,1269.809,-1541.446,1,1
TM_F06: 987.3055,-1417.63,550.0771,-1199.542,0,1
TM_F07: 1771.714,-1297.995,995.4611,-1099.87,0,1
TM_F08: 2015.874,-1337.396,1404.551,-1241.47,1,1
TM_F09: 2458.795,-1312.99,1741.482,-1107.955,0,1
TM_F10: 2034.295,-1529.48,1420.809,-1381.446,1,1
TM_F11: 2240.036,-1187.537,1594.131,-964.3643,0,1
TM_N04: 93.33334,44.59464,1530.126,-1593.369,1,1
TM_N05: 203.3333,44.59464,1405.126,-1559.369,1,1
TM_S01: 26.45748,184.7157,84.95988,260.2198,1,0
TM_S02: -256.3174,1531.636,123.4943,1435.04,1,0
TM_S03: -105.8549,3480.562,-29.65924,3093.176,2,0
TM_S04: -188.4741,418.4332,-391.1251,538.0989,1,0
TM_S05: 616.4321,-772.4587,18.45473,-577.0122,2,0
TM_S06: -2653.769,-1232.442,-2178.161,-1067.167,2,0
TM_S07: 2398.795,-1214.99,1742.482,-960.9533,0,0
TM_S08: 169.7649,-1815.803,-212.9125,-1737.011,2,0
TM_S09: -89.89816,1240.808,227.5984,1266.214,0,0
OffScreenDen_TM: 117.4568,-2410.283,877.9601,-136.7795,1,1
Connection: GATE_BL_TM,TM_F09,2,11,86,18,2,0
Connection: GATE_SB_TM,TM_E08,2,9,37,17,2,0
Connection: GATE_SI_TM,TM_C20,11,19,48,15,1,0
Connection: GATE_TM_US,TM_N04,2,9,44,17,2,0
Connection: TM_A01,TM_A02,35,19,35,223,3,1
Connection: TM_A02,TM_S03,28,54,22,22,0,1
Connection: TM_A02,TM_A03,28,8,29,76,3,1
Connection: TM_A03,TM_B01,29,5,28,100,3,1
Connection: TM_A03,TM_A04,48,12,9,114,2,2
Connection: TM_A04,TM_A05,9,12,6,105,2,2
Connection: TM_A05,TM_B07,9,18,15,30,2,2
Connection: TM_B01,TM_B02,28,11,57,157,3,0
Connection: TM_B02,TM_B03,53,18,60,106,0,0
Connection: TM_B03,TM_B04,57,5,112,73,0,0
Connection: TM_B04,TM_B05,113,19,56,108,0,0
Connection: TM_B05,TM_S02,59,99,18,7,0,2
Connection: TM_B05,TM_B06,15,37,23,4,0,3
Connection: TM_B05,TM_C05,36,4,56,31,3,1
Connection: TM_B06,TM_B12,28,36,38,3,1,3
Connection: TM_B07,TM_B08,27,6,5,186,2,2
Connection: TM_B08,TM_B10,8,43,49,26,2,0
Connection: TM_B08,TM_B09,4,7,2,74,2,2
Connection: TM_B09,TM_B12,4,35,57,33,2,0
Connection: TM_B09,TM_B14,49,6,42,71,2,1
Connection: TM_B10,TM_B11,41,5,56,76,0,1
Connection: TM_B11,TM_B13,31,3,19,30,3,1
Connection: TM_B13,TM_S09,32,12,23,29,3,1
Connection: TM_B13,TM_B14,40,4,23,71,3,1
Connection: TM_B14,TM_B15,30,19,30,67,3,1
Connection: TM_B15,TM_C01,13,11,110,105,2,0
Connection: TM_B15,TM_B16,36,20,36,182,2,2
Connection: TM_B16,TM_C02,14,86,178,22,2,0
Connection: TM_B16,TM_C04,30,9,82,64,3,1
Connection: TM_C01,TM_C02,88,9,108,32,3,0
Connection: TM_C02,TM_S04,141,35,18,3,0,2
Connection: TM_C02,TM_C03,139,7,54,118,3,0
Connection: TM_C03,TM_C13,37,74,31,16,0,0
Connection: TM_C03,TM_C04,50,19,14,72,0,2
Connection: TM_C04,TM_D02,14,55,45,74,2,1
Connection: TM_C04,TM_D11,96,6,33,109,0,1
Connection: TM_C05,TM_C06,106,7,5,16,0,2
Connection: TM_C06,TM_C07,117,16,4,27,0,2
Connection: TM_C06,TM_C08,17,14,104,28,3,1
Connection: TM_C07,TM_C10,101,9,7,108,3,2
Connection: TM_C08,TM_C09,182,13,18,9,0,2
Connection: TM_C08,TM_C11,54,4,55,35,3,0
Connection: TM_C09,TM_C22,103,18,17,8,0,2
Connection: TM_C10,TM_C22,95,83,21,3,1,3
Connection: TM_C10,TM_C16,21,3,85,34,3,3
Connection: TM_C11,TM_C12,51,18,10,15,0,2
Connection: TM_C11,TM_C13,53,4,33,191,0,1
Connection: TM_C13,TM_C14,42,184,3,10,0,1
Connection: TM_C13,TM_C24,51,52,8,66,0,3
Connection: TM_C14,TM_C15,40,5,15,35,0,2
Connection: TM_C15,TM_C16,61,35,4,36,0,2
Connection: TM_C16,TM_C17,24,5,22,106,2,2
Connection: TM_C17,TM_C18,23,14,55,48,2,0
Connection: TM_C18,TM_C24,7,73,44,5,2,0
Connection: TM_C18,TM_C27,31,7,16,17,0,2
Connection: TM_C18,TM_C20,4,18,44,30,2,0
Connection: TM_C18,TM_C21,62,5,15,90,2,2
Connection: TM_C19,TM_S01,27,31,31,13,1,3
Connection: TM_C19,TM_C20,33,4,18,36,3,1
Connection: TM_C21,TM_C29,9,47,42,62,2,0
Connection: TM_C21,TM_C30,15,19,15,31,2,3
Connection: TM_C23,TM_C24,10,9,57,72,2,0
Connection: TM_C24,TM_C25,43,18,44,76,0,0
Connection: TM_C25,TM_C26,46,37,14,23,0,2
Connection: TM_C25,TM_C28,19,13,19,28,2,2
Connection: TM_C26,TM_C27,55,29,24,12,0,2
Connection: TM_C28,TM_C29,36,7,7,68,3,2
Connection: TM_C29,TM_D11,9,11,41,81,2,0
Connection: TM_C29,TM_C30,42,11,8,34,0,2
Connection: TM_C30,TM_D12,8,4,2,216,2,2
Connection: TM_D01,TM_D04,43,13,17,122,0,1
Connection: TM_D02,TM_D10,24,13,156,70,0,0
Connection: TM_D03,TM_D10,53,28,126,7,0,2
Connection: TM_D03,TM_D17,90,24,3,14,0,2
Connection: TM_D03,TM_D07,101,5,49,43,3,1
Connection: TM_D04,TM_D10,98,125,17,55,0,2
Connection: TM_D04,TM_D18,91,20,15,20,0,2
Connection: TM_D04,TM_D06,4,10,192,14,2,0
Connection: TM_D05,TM_D06,37,15,68,10,0,2
Connection: TM_D06,TM_D09,151,6,19,61,0,3
Connection: TM_D07,TM_D18,4,45,93,33,2,0
Connection: TM_D07,TM_D08,150,42,6,31,0,2
Connection: TM_D07,TM_D14,115,26,10,17,0,2
Connection: TM_D07,TM_D15,80,20,26,191,3,1
Connection: TM_D08,TM_S05,88,19,6,17,0,2
Connection: TM_D09,TM_E01,41,23,19,62,3,2
Connection: TM_D11,TM_D12,35,25,7,158,0,2
Connection: TM_D11,TM_D17,12,25,43,23,2,0
Connection: TM_D12,TM_D13,17,70,40,11,2,0
Connection: TM_D12,TM_E12,24,12,4,75,3,2
Connection: TM_D13,TM_D15,6,17,35,191,3,1
Connection: TM_D15,TM_D16,8,50,38,27,2,0
Connection: TM_D15,TM_E14,26,15,25,70,3,1
Connection: TM_D16,TM_E01,4,16,257,52,2,3
Connection: TM_E01,TM_E03,10,11,199,12,2,0
Connection: TM_E01,TM_E06,33,11,5,25,0,2
Connection: TM_E02,TM_E03,18,8,74,33,0,0
Connection: TM_E03,TM_E04,7,10,206,9,2,0
Connection: TM_E04,TM_E05,11,18,40,129,2,0
Connection: TM_E04,TM_E09,151,15,15,22,3,1
Connection: TM_E05,TM_S06,18,136,24,11,1,3
Connection: TM_E05,TM_E08,32,22,6,16,2,2
Connection: TM_E06,TM_E19,37,18,13,14,0,2
Connection: TM_E06,TM_E13,33,6,4,14,3,2
Connection: TM_E12,TM_F06,96,9,7,8,0,2
Connection: TM_E12,TM_E17,74,11,23,27,3,1
Connection: TM_E13,TM_E14,132,15,5,51,0,2
Connection: TM_E14,TM_E16,42,56,6,12,0,2
Connection: TM_E14,TM_E15,42,49,13,20,0,2
Connection: TM_E15,TM_S08,30,22,23,28,0,1
Connection: TM_E16,TM_E17,37,67,5,15,0,2
Connection: TM_E17,TM_F01,42,13,4,12,0,2
Connection: TM_F01,TM_F03,142,21,15,24,0,2
Connection: TM_F02,TM_F03,40,14,7,62,0,2
Connection: TM_F03,TM_F07,12,70,130,9,2,3
Connection: TM_F03,TM_F04,34,54,4,15,0,2
Connection: TM_F03,TM_F05,30,21,8,26,0,2
Connection: TM_F04,TM_F08,26,23,22,11,1,3
Connection: TM_F04,TM_F10,39,14,5,26,0,2
Connection: TM_F05,TM_N05,40,16,5,25,0,2
Connection: TM_F06,TM_F07,182,22,17,8,3,2
Connection: TM_F07,TM_F08,255,18,22,31,3,1
Connection: TM_F07,TM_F09,349,15,6,20,0,2
Connection: TM_F09,TM_F11,28,27,26,15,1,3
Connection: TM_F09,TM_S07,30,27,22,10,1,3
Connection: TM_N04,TM_N05,2,28,39,11,2,0
