DS_A01: -465.858,-23.06303,-497.1885,56.31544,1,1
DS_LW03: -232.0998,-84.28098,-93.61491,-143.8179,2,1
DS_LW04: -184.0998,27.71902,-72.61491,-6.817841,2,1
DS_S01r: -281.1083,-1.473396,-331.2867,-81.30871,1,0
DS_S02l: 931.8914,-80.47341,1098.713,-82.30871,2,0
DS_S03: -975.946,-418.3107,-973.8914,-474.2156,0,0
DS_S04: 349.1923,93.93978,294.7174,217.8531,2,0
GATE_DS_CG: 139.0571,327.9337,99.48921,549.2654,1,0
GATE_DS_GW: 1574.72,-64.79047,1523.713,-241.016,2,0
GATE_DS_LW: -10.0998,51.71902,82.38509,-8.817902,2,0
GATE_DS_SB: -1049.28,-336.7906,-1021.287,-361.0158,0,0
GATE_SU_DS: -1026.279,186.8247,-909.5685,365.8816,1,0
OffScreenDen_DS: -295.8579,201.937,148.8117,498.3159,1,1
Connection: DS_A01,DS_A06,48,32,33,12,1,3
Connection: DS_A02,DS_A06,5,21,49,21,2,0
Connection: DS_A02,DS_B03,48,21,5,62,0,2
Connection: DS_A05,DS_D03,5,8,197,7,2,0
Connection: DS_A05,DS_D01,48,8,3,6,0,2
Connection: DS_A06,DS_A22,4,21,43,21,2,0
Connection: DS_A07,DS_A16,4,25,41,24,2,3
Connection: DS_A07,DS_A17,31,3,16,3,3,3
Connection: DS_A08,DS_B07,41,34,4,31,0,2
Connection: DS_A08,DS_B04,5,16,104,14,2,0
Connection: DS_A08,DS_S04,45,6,8,27,3,2
Connection: DS_A09,DS_A19,34,35,11,4,1,3
Connection: DS_A09,DS_A23,4,30,45,29,2,0
Connection: DS_A10,DS_B03,43,31,26,8,1,3
Connection: DS_A10,DS_A13,2,32,45,32,2,0
Connection: DS_A11,DS_A24,4,13,45,15,2,0
Connection: DS_A13,DS_B06,2,32,45,36,2,0
Connection: DS_A14,DS_B03,11,32,36,5,1,3
Connection: DS_A14,DS_B01,48,32,13,29,0,1
Connection: DS_A15,DS_A23,44,19,2,20,0,2
Connection: DS_A15,DS_A22,10,6,24,28,3,1
Connection: DS_A16,DS_B03,5,32,48,60,1,0
Connection: DS_A17,DS_A24,33,32,4,2,1,3
Connection: DS_A19,DS_CG,50,28,6,22,0,2
Connection: DS_A19,DS_B04,50,15,9,28,0,1
Connection: DS_A20,DS_S01r,7,18,29,18,2,0
Connection: DS_A20,DS_B03,33,3,17,14,3,3
Connection: DS_A21,DS_C01,4,24,49,101,2,0
Connection: DS_A22,DS_B02,4,21,96,21,2,0
Connection: DS_A24,DS_B07,31,32,90,5,1,3
Connection: DS_A25,DS_B01,4,25,96,23,2,0
Connection: DS_A25,DS_B08,43,3,16,5,3,3
Connection: DS_A26,DS_B06,42,31,2,74,0,2
Connection: DS_A26,DS_C02,2,13,48,59,2,0
Connection: DS_A27,DS_C02,2,10,49,14,2,0
Connection: DS_A27,DS_D03,42,3,34,20,3,1
Connection: DS_A28,DS_S04,13,17,39,27,2,0
Connection: DS_B01,DS_D01,53,2,64,18,3,1
Connection: DS_B02,GATE_SU_DS,4,23,36,5,2,3
Connection: DS_B06,DS_LW01,42,4,5,22,3,1
Connection: DS_B07,DS_C04,104,31,2,113,0,2
Connection: DS_B08,DS_C04,45,45,2,11,0,2
Connection: DS_B10,GATE_DS_GW,97,17,2,11,0,2
Connection: DS_B10,DS_C03,45,9,141,25,3,0
Connection: DS_C01,DS_C04,13,57,45,17,3,0
Connection: DS_C01,DS_S02l,40,57,10,18,3,2
Connection: DS_C01,DS_D01,5,24,197,12,2,0
Connection: DS_C01,DS_C03,42,15,4,12,3,2
Connection: DS_C02,DS_D02,4,52,44,122,2,0
Connection: DS_CG,GATE_DS_CG,48,22,2,11,0,2
Connection: DS_D02,GATE_DS_SB,3,16,45,9,2,0
Connection: DS_LW01,DS_LW02,41,32,9,2,1,3
Connection: DS_LW02,DS_LW03,22,31,28,9,1,3
Connection: DS_LW03,DS_LW04,19,29,10,1,1,3
Connection: DS_LW04,GATE_DS_LW,60,17,2,9,0,2
Connection: DS_S03,GATE_DS_SB,9,24,36,5,1,3
