FB_02: -77.22089,-782.1069,-12.4522,-742.8629,2,1
Connection: FB_28,FB_29,23,65,105,8,1,3
Connection: FB_28,FB_47,26,6,108,29,3,1
Connection: FB_29,FB_S02,68,61,37,14,2,0
Connection: FB_29,FB_30,116,59,7,63,0,2
Connection: FB_29,FB_38,6,22,54,8,2,0
Connection: FB_30,FB_36,77,69,188,6,1,3
Connection: FB_30,FB_35,68,28,49,24,2,0
Connection: FB_30,FB_32,149,7,46,111,3,1
Connection: FB_32,FB_34,7,63,105,18,2,0
Connection: FB_33,FB_35,28,95,21,10,1,3
Connection: FB_33,FB_34,56,61,6,16,0,2
Connection: FB_36,FB_53,68,26,38,8,1,3
Connection: FB_36,FB_40,12,5,107,28,3,1
Connection: FB_37,FB_42,18,32,23,5,1,3
Connection: FB_37,FB_41,258,24,8,18,0,2
Connection: FB_37,FB_53,244,7,18,31,3,1
Connection: FB_37,FB_39,136,5,41,147,3,1
Connection: FB_38,FB_39,6,20,43,20,2,0
Connection: FB_39,FB_40,56,88,6,12,0,2
Connection: FB_42,FB_43,23,35,94,11,1,3
Connection: FB_43,GATE_CC_FB,8,16,44,10,2,0
Connection: FB_44,FB_45,57,11,6,10,0,2
Connection: FB_48,FB_51,5,55,55,70,2,0
Connection: FB_49,FB_S03,15,8,24,29,3,1
Connection: FB_50,FB_51,3,22,54,15,2,0
Connection: FB_51,FB_52,6,22,55,21,2,0
Connection: FB_GS01,GATE_SH_FB,8,15,44,10,2,0
