GATE_SS_UW: -747.1555,2180.557,-708.9044,2046.453,2,0
Connection: SS_A11,SS_I03,23,32,67,5,1,3
Connection: SS_A11,SS_D03,23,2,56,73,3,1
Connection: SS_A13,SS_D05,40,32,4,72,1,2
Connection: SS_A13,SS_B04,40,4,35,74,3,1
Connection: SS_A14,SS_LAB13,43,31,9,31,0,2
Connection: SS_A14,SS_LAB1,26,2,27,31,3,1
Connection: SS_A15,SS_E02,44,18,5,19,0,2
Connection: SS_A15,SS_C06,24,3,21,113,3,1
Connection: SS_A16,SS_C03,41,31,40,10,1,0
Connection: SS_A17,SS_LAB7,45,31,9,31,0,2
Connection: SS_A17,SS_C08,2,18,148,31,2,0
Connection: SS_A17,SS_E03,42,2,44,184,3,1
Connection: SS_A18,SS_F03,43,21,3,20,0,2
Connection: SS_A18,SS_D06,10,4,97,74,3,1
Connection: SS_AI,SS_L01,20,33,88,127,1,3
Connection: SS_AI,SS_D07,28,33,188,5,1,3
Connection: SS_B02,SS_C03,3,74,45,17,2,0
Connection: SS_B02,SS_S05,45,70,16,27,0,2
Connection: SS_B02,SS_E02,23,5,125,32,3,1
Connection: SS_B03,SS_D04,22,74,88,9,1,3
Connection: SS_B03,SS_E01,22,7,126,32,3,1
Connection: SS_B04,SS_S03,21,74,21,12,1,3
Connection: SS_B04,SS_E04,3,65,251,19,2,0
Connection: SS_B04,SS_D05,44,51,2,10,0,2
Connection: SS_B04,SS_F03,21,6,24,225,3,1
Connection: SS_B05,SS_D06,96,28,6,73,0,2
Connection: SS_B06,SS_D04,98,15,4,72,0,2
Connection: SS_C02,SS_I02,44,110,74,12,1,3
Connection: SS_C02,SS_F01,2,19,44,20,2,0
Connection: SS_C03,SS_C07,45,108,4,18,0,2
Connection: SS_C04,SS_E03,140,31,25,2,1,3
Connection: SS_C04,SS_D04,2,29,101,56,2,0
Connection: SS_C06,SS_H01,19,8,7,68,3,2
Connection: SS_C07,SS_I03,147,17,2,63,0,2
Connection: SS_C08,SS_E06,4,30,123,3,1,3
Connection: SS_D02,SS_E06,3,74,248,31,2,0
Connection: SS_D02,SS_LAB8,101,46,4,6,0,2
Connection: SS_D03,SS_E02,7,12,251,16,2,0
Connection: SS_D03,SS_D04,94,5,90,75,3,1
Connection: SS_D05,SS_E05,93,70,38,3,1,3
Connection: SS_D07,SS_E08,13,32,11,9,1,3
Connection: SS_D08,SS_S04,38,8,35,25,3,1
Connection: SS_D08,SS_E08,80,43,12,185,3,1
Connection: SS_E01,SS_F02,5,16,101,54,2,0
Connection: SS_E01,SS_E04,251,16,5,16,0,2
Connection: SS_E01,SS_I02,126,4,54,118,3,1
Connection: SS_E05,SS_LAB4,3,185,8,3,1,2
Connection: SS_E06,SS_E07,126,31,20,8,1,3
Connection: SS_E06,SS_I03,4,18,151,55,2,0
Connection: SS_E07,SS_L01,22,187,76,10,1,3
Connection: SS_F01,SS_F02,9,211,96,29,2,0
Connection: SS_F02,SS_S02,5,117,15,14,1,2
Connection: SS_F02,SS_H01,18,115,184,5,1,3
Connection: SS_LAB1,SS_LAB8,9,31,45,31,2,0
Connection: SS_LAB1,SS_LAB9,26,2,27,31,3,1
Connection: SS_LAB10,SS_LAB5,43,31,9,31,0,2
Connection: SS_LAB10,SS_LAB11,8,3,43,3,2,0
Connection: SS_LAB11,SS_LAB7,27,31,24,2,1,3
Connection: SS_LAB12,SS_LAB6,27,31,26,1,1,3
Connection: SS_LAB12,SS_LAB3,8,3,43,3,2,0
Connection: SS_LAB12,SS_LAB4,24,2,27,32,3,1
Connection: SS_LAB2,SS_LAB6,43,31,9,31,0,2
Connection: SS_LAB2,SS_LAB3,26,2,27,31,3,1
Connection: SS_LAB3,SS_LAB5,26,2,24,32,3,1
Connection: SS_LAB4,SS_LAB5,9,31,43,31,2,0
Connection: SS_LAB7,SS_LAB8,29,31,25,2,1,3
Connection: SS_LAB7,SS_LAB9,43,3,8,3,0,2
