GATE_SH_US: 4192.672,956.1194,3135.515,965.5242,1,0
US_F09: -4430.526,-818.6182,-3318.653,-775.4437,1,1
US_F10: -4159.188,-502.8511,-3188.993,-634.3366,1,1
US_F11: -2728.882,-900.4113,-2075.214,-889.7772,1,1
US_F12: -4003.63,-424.3222,-3038.426,-540.7313,1,1
US_F13: -4307.068,-422.0698,-3301.305,-542.236,1,1
US_F14: -3630.289,-1022.574,-2751.121,-1119.268,1,1
US_F15: -3859.63,-410.3222,-2899.426,-531.7313,1,1
US_S01: -764.2086,1271.067,-405.9011,1295.867,1,0
US_S02: 472.682,428.5162,491.1914,619.2745,1,0
US_S03: 3240.728,948.9415,2403.745,932.2958,1,0
US_S04: 1607.953,-534.4365,1216.363,-383.4269,1,0
US_S05: 1955.776,-213.0524,1526.51,-155.5068,1,0
US_S06: -248.1678,-393.6898,-132.8967,-414.441,1,0
US_S07: -819.1645,-1045.689,-572.8958,-978.4412,1,0
US_S08: -2361.882,-814.4141,-1803.215,-654.7769,1,0
US_S09: 1007.435,1268.68,627.9552,1315.5,2,0
US_S10: -3974.63,-321.3222,-3010.426,-407.7314,1,0
OffScreenDen_US: -1596.805,823.2662,544.6972,224.2665,1,1
Connection: GATE_SH_US,US_C15,2,11,63,15,2,0
Connection: GATE_SL_US,US_A01,36,5,5,19,3,2
Connection: GATE_TM_US,US_F13,45,12,1,19,0,2
Connection: US_A01,US_A02,107,36,14,31,1,3
Connection: US_A02,US_A03,55,34,3,33,3,1
Connection: US_A03,US_A04,44,22,8,20,1,3
Connection: US_A04,US_A05,63,56,6,33,3,1
Connection: US_A05,US_A06,46,26,13,220,0,2
Connection: US_A05,US_S01,1,24,32,14,2,0
Connection: US_A06,US_A07,16,162,46,24,2,0
Connection: US_A06,US_A08,19,130,46,26,2,0
Connection: US_A06,US_A09,22,97,46,26,2,0
Connection: US_A06,US_A10,28,24,55,68,2,0
Connection: US_A07,US_A08,12,12,4,33,3,1
Connection: US_A08,US_A09,35,12,43,33,3,1
Connection: US_A10,US_A11,55,23,10,88,0,2
Connection: US_A11,US_A12,60,42,6,33,3,1
Connection: US_A12,US_E01,124,33,9,17,1,3
Connection: US_A12,US_B01,154,33,8,13,1,3
Connection: US_A12,US_B04,124,1,23,69,3,1
Connection: US_B01,US_B02,63,21,11,26,3,3
Connection: US_B02,US_S02,45,62,30,16,3,0
Connection: US_B02,US_B03,108,51,10,51,3,3
Connection: US_B03,US_B08,87,56,30,112,3,1
Connection: US_B03,US_C01,108,34,8,14,3,3
Connection: US_B04,US_B05,23,6,5,33,3,1
Connection: US_B05,US_B06,94,11,8,113,3,1
Connection: US_B06,US_B25,61,113,7,1,1,3
Connection: US_B06,US_B24,5,75,62,3,2,0
Connection: US_B06,US_B11,63,14,9,14,0,2
Connection: US_B07,US_B24,61,29,12,8,1,3
Connection: US_B07,US_D08,15,14,39,25,2,1
Connection: US_B08,US_B09,33,12,3,94,0,2
Connection: US_B09,US_B15,53,59,10,29,3,1
Connection: US_B09,US_B10,47,6,16,24,3,1
Connection: US_B10,US_B11,18,8,104,11,2,3
Connection: US_B10,US_B20,58,7,5,17,0,2
Connection: US_B12,US_C03,23,75,29,4,1,3
Connection: US_B12,US_B13,23,1,90,31,3,1
Connection: US_B13,US_B14,10,3,86,72,3,1
Connection: US_B14,US_S05,158,45,8,15,0,2
Connection: US_B14,US_B15,4,18,43,13,2,0
Connection: US_B14,US_B16,168,16,1,25,0,2
Connection: US_B16,US_B17,33,1,18,33,3,1
Connection: US_B17,US_B18,57,4,110,28,3,1
Connection: US_B18,US_B19,14,16,57,12,2,0
Connection: US_B19,US_B20,2,23,115,25,2,0
Connection: US_B20,US_S04,112,17,11,13,0,2
Connection: US_B20,US_B21,58,7,31,68,3,1
Connection: US_B21,US_B22,63,18,34,96,0,2
Connection: US_B22,US_B23,2,11,114,17,2,0
Connection: US_B23,US_D01,17,13,39,2,2,3
Connection: US_C01,US_C02,59,21,6,25,3,3
Connection: US_C02,US_E03,19,58,110,30,3,3
Connection: US_C02,US_C03,104,26,4,33,3,1
Connection: US_C03,US_C04,36,33,29,12,1,3
Connection: US_C04,US_C05,143,13,10,26,3,1
Connection: US_C05,US_C06,38,25,21,12,1,3
Connection: US_C06,US_C07,212,27,4,12,0,2
Connection: US_C07,US_C09,8,31,8,2,1,3
Connection: US_C07,US_C08,42,7,9,34,0,2
Connection: US_C08,US_C09,4,72,41,20,2,0
Connection: US_C08,US_C16,61,43,3,11,1,2
Connection: US_C09,US_C11,24,75,17,10,1,3
Connection: US_C09,US_C10,44,42,9,4,0,2
Connection: US_C10,US_C11,1,65,41,21,2,0
Connection: US_C11,US_C12,9,29,12,8,1,3
Connection: US_C12,US_C13,65,10,4,29,0,2
Connection: US_C12,US_S03,46,8,30,28,3,1
Connection: US_C13,US_C14,46,7,7,15,0,2
Connection: US_C14,US_C15,115,13,7,14,0,2
Connection: US_D01,US_D02,3,20,116,16,2,0
Connection: US_D02,US_D03,2,19,166,19,2,0
Connection: US_D03,US_D04,1,19,159,17,2,0
Connection: US_D04,US_D05,11,21,56,6,2,0
Connection: US_D05,US_D10,33,74,33,17,1,3
Connection: US_D05,US_D06,1,6,66,10,2,0
Connection: US_D06,US_D07,3,10,66,4,2,0
Connection: US_D06,US_S07,57,7,12,24,0,1
Connection: US_D07,US_D12,48,37,52,2,1,3
Connection: US_D07,US_D15,1,12,160,15,2,0
Connection: US_D08,US_S06,19,27,14,5,1,3
Connection: US_D08,US_D09,3,15,54,22,2,1
Connection: US_D09,US_D10,11,14,60,74,2,0
Connection: US_D10,US_D11,3,74,167,11,2,0
Connection: US_D11,US_D13,83,25,22,35,1,3
Connection: US_D11,US_D12,4,11,70,99,2,0
Connection: US_D12,US_D14,20,112,7,11,1,3
Connection: US_D12,US_D15,12,8,160,49,2,0
Connection: US_D15,US_D16,51,51,26,13,3,3
Connection: US_D15,US_D17,8,9,60,11,2,0
Connection: US_D17,US_D18,8,55,167,15,2,0
Connection: US_D17,US_D19,14,28,33,15,2,0
Connection: US_D18,US_S08,34,24,31,19,2,0
Connection: US_D18,US_F01,5,1,318,1,3,3
Connection: US_E01,US_E02,112,30,4,24,0,2
Connection: US_E02,US_E04,49,104,40,3,1,3
Connection: US_E02,US_E03,65,41,4,23,0,2
Connection: US_E04,US_E05,26,66,25,1,0,3
Connection: US_E04,US_E07,12,35,13,22,3,1
Connection: US_E05,US_E06,4,34,2,1,1,3
Connection: US_E05,US_S09,23,17,37,12,3,0
Connection: US_E06,US_E08,43,5,5,23,3,1
Connection: US_F01,US_F02,9,1,26,31,3,1
Connection: US_F01,US_F11,225,12,24,25,3,1
Connection: US_F02,US_F03,5,9,164,23,2,0
Connection: US_F03,US_F06,103,65,32,16,2,0
Connection: US_F03,US_F08,7,42,164,1,3,3
Connection: US_F03,US_F07,69,37,20,7,1,3
Connection: US_F03,US_F04,126,26,22,28,3,1
Connection: US_F03,US_F05,164,42,38,12,3,0
Connection: US_F03,US_F14,89,10,21,24,3,1
Connection: US_F04,US_F05,22,7,20,20,3,1
Connection: US_F05,US_F14,10,14,30,11,2,0
Connection: US_F06,US_F07,17,16,21,24,2,1
Connection: US_F08,US_F10,20,33,8,23,1,2
Connection: US_F08,US_F09,11,27,35,24,3,0
Connection: US_F10,US_F12,54,69,3,21,0,2
Connection: US_F10,US_F13,4,65,44,17,2,0
Connection: US_F12,US_S10,33,31,23,3,1,3
Connection: US_F12,US_F15,46,16,4,11,0,2
