FB_GS01: 28.73271,-410.2801,120.9293,-402.0566,2,0
SH_C04: 633.2055,326.5062,474.7026,241.3008,1,1
SH_C05: 953.2055,318.5062,607.7026,155.3006,1,1
SH_C07: -1452.794,-33.49367,-682.2973,161.3006,2,1
SH_C08: 25.20522,-175.4941,-201.2974,-100.6992,1,1
SH_C09: -658.7475,-134.5661,-329.8984,150.39,2,1
SH_C10: -283.7485,273.4337,35.10158,636.3906,0,1
SH_C11: -2386.059,478.1251,-1411.114,704.0464,1,0
SH_C12: 578.9322,-178.9276,394.91,-187.9999,2,1
SH_C13: 2156.244,275.4202,1497.92,127.1068,1,0
SH_D01: -2009.792,377.5062,-1298.299,723.301,1,1
SH_D02: -70.79509,-507.4942,-383.2975,-576.699,1,1
SH_D03: 3782.208,-37.49378,2329.703,-334.6993,0,2
SH_E01: 1825.206,-214.4939,1022.703,-604.699,0,2
SH_E02: 148.2051,-465.4938,-253.2974,-774.699,0,1
SH_E03: 1058.205,-213.4939,458.7026,-606.699,0,2
SH_E04: 2605.045,-215.5822,1608.824,-598.1791,0,2
SH_E05: 1550.045,276.4177,967.8228,125.8205,1,1
SH_FB01: -352.1662,-195.1497,-382.4974,-106.0894,0,1
SH_FB02: -227.4406,-288.1867,-155.9369,-387.1366,2,1
SH_H01: 3315.045,-152.5824,1873.824,-436.1788,0,2
SH_HW1: 461.6931,217.0226,-1194.676,412.5223,1,1
SH_HW2: 571.6932,217.0226,-940.676,461.5223,1,1
SH_LW05: -1819.2,-91.91071,-1070.676,225.5223,2,1
SH_LW06: -1670.2,-5.910744,-945.676,238.5223,2,1
SH_N02: 901.6932,217.0226,514.324,-903.4777,1,1
SH_N03b: 1011.693,217.0226,625.324,-822.4777,1,1
SH_ROOTACCESS01: -251.4294,-538.609,-372.0864,-836.2825,0,1
SH_ROOTACCESS02: -728.6729,-444.5142,-1003.209,-769.228,0,1
SH_ROOTACCESS03: -1324.996,-302.0142,-1240.548,-658.498,0,1
SH_ROOTACCESS04: -1656.865,-331.7567,-1401.819,-690.6854,0,1
SH_S01: -1563.794,-64.49372,-806.2973,242.3008,2,0
SH_S02: 759.2055,230.5061,600.7026,298.301,1,0
SH_S03: -2470.17,513.409,-1527.982,749.4592,1,0
SH_S04: -884.2057,274.1631,-66.63772,488.6395,0,0
SH_S05: 2370.474,180.9051,1775.475,23.8489,1,0
SH_S06: -238.3381,-325.9519,-274.1597,-383.2301,1,0
SH_S07: 641.6624,-292.9519,357.8403,-362.2301,1,0
SH_S08: -164.1257,-570.8295,-251.1239,-904.5256,0,0
SH_S09: 752.3258,-422.6979,433.9357,-738.7885,0,0
SH_S10: -221.5477,99.97814,118.8795,357.5917,2,0
OffScreenDen_SH: 122.2051,-694.4942,754.7027,-422.6991,1,1
Connection: FB_GS01,GATE_SH_FB,8,15,44,10,2,0
Connection: GATE_HI_SH,SH_C11,45,9,3,99,0,2
Connection: GATE_HI_SH,SH_S03,36,5,13,23,3,1
Connection: GATE_HW_SH,SH_HW1,45,9,6,22,0,2
Connection: GATE_SH_FB,SH_FB02,11,19,53,6,1,3
Connection: GATE_SH_LW,SH_LW05,36,19,2,6,1,2
Connection: GATE_SH_SL,SH_C13,2,11,146,16,2,0
Connection: GATE_SH_SL,SH_S05,11,5,35,17,3,0
Connection: GATE_SH_US,SH_N02,45,11,2,13,0,2
Connection: GATE_SH_UW,SH_D03,2,11,99,56,2,0
Connection: GATE_TR_SH,SH_ROOTACCESS04,45,9,4,28,0,2
Connection: SH_A04,SH_E05,48,31,10,7,0,3
Connection: SH_A04,SH_B04,5,31,101,31,2,0
Connection: SH_A04,SH_A26,49,10,4,10,0,2
Connection: SH_A05,SH_S04,49,26,8,26,0,2
Connection: SH_A05,SH_B01,11,4,14,4,3,3
Connection: SH_A06,SH_C01,9,5,127,5,2,0
Connection: SH_A06,SH_B02,38,7,4,7,3,2
Connection: SH_A07,SH_C04,38,29,25,10,1,3
Connection: SH_A07,SH_B04,46,15,16,2,0,3
Connection: SH_A07,SH_B05,2,15,100,21,2,0
Connection: SH_A07,SH_A19,15,1,23,31,3,1
Connection: SH_A08,SH_A09,4,7,44,8,2,0
Connection: SH_A09,SH_A23,26,3,40,32,3,1
Connection: SH_A10,SH_C04,16,3,13,119,3,1
Connection: SH_A11,SH_A13,4,30,8,3,2,3
Connection: SH_A11,SH_A12,37,23,5,19,3,3
Connection: SH_A11,SH_A25,4,16,46,14,2,0
Connection: SH_A11,SH_A15,45,2,7,31,3,1
Connection: SH_A12,SH_A14,18,24,17,8,3,3
Connection: SH_A12,SH_A15,42,5,43,16,3,1
Connection: SH_A13,SH_A14,46,16,1,15,0,2
Connection: SH_A14,SH_C02,46,18,6,19,0,2
Connection: SH_A15,SH_C07,7,2,25,117,3,1
Connection: SH_A16,SH_C09,2,27,144,28,2,0
Connection: SH_A16,SH_A17,2,6,45,26,2,0
Connection: SH_A17,SH_B06,2,26,32,68,2,0
Connection: SH_A21,SH_C10,3,27,148,27,2,0
Connection: SH_A21,SH_C01,3,20,152,21,2,0
Connection: SH_A22,SH_B05,8,32,45,3,1,3
Connection: SH_A22,SH_C12,23,32,10,19,1,3
Connection: SH_A23,SH_B04,10,26,64,2,1,3
Connection: SH_A23,SH_C12,10,5,144,31,3,1
Connection: SH_A23,SH_B07,40,5,40,66,3,1
Connection: SH_A24,SH_C08,43,20,6,3,1,3
Connection: SH_A24,SH_B11,6,20,40,71,3,1
Connection: SH_A24,SH_S06,43,4,43,29,3,1
Connection: SH_A25,SH_D01,5,32,195,23,1,3
Connection: SH_A25,SH_HW2,5,1,18,32,3,1
Connection: SH_A26,SH_E05,9,22,29,4,1,3
Connection: SH_B01,SH_C10,102,26,3,27,0,2
Connection: SH_B01,SH_B08,48,19,9,12,3,2
Connection: SH_B02,SH_B03,100,32,4,12,1,2
Connection: SH_B03,SH_C04,45,75,6,62,1,3
Connection: SH_B05,SH_C08,9,3,144,32,3,1
Connection: SH_B06,SH_B11,44,37,3,57,0,2
Connection: SH_B07,SH_B13,6,6,91,32,3,1
Connection: SH_B08,SH_C02,11,59,150,16,2,3
Connection: SH_B09,SH_C02,22,71,142,18,1,3
Connection: SH_B09,SH_C03,43,5,2,30,0,2
Connection: SH_B10,SH_B13,97,32,9,3,1,3
Connection: SH_B10,SH_D02,2,11,200,11,2,0
Connection: SH_B11,SH_FB01,24,71,12,18,1,3
Connection: SH_B11,SH_D02,24,9,10,31,3,1
Connection: SH_B12,SH_E03,44,67,3,3,0,3
Connection: SH_B12,SH_S09,45,5,6,26,0,2
Connection: SH_B12,SH_E02,6,9,251,28,3,0
Connection: SH_B13,SH_S07,9,30,9,9,1,3
Connection: SH_B15,SH_C03,42,58,5,13,0,2
Connection: SH_B15,SH_B16,3,11,99,6,2,0
Connection: SH_B16,SH_C07,2,6,49,55,2,0
Connection: SH_B17,SH_C09,100,15,3,14,0,2
Connection: SH_B17,SH_C07,3,11,49,20,2,0
Connection: SH_C01,SH_C03,19,7,81,6,3,3
Connection: SH_C03,SH_S10,146,19,16,19,0,2
Connection: SH_C04,SH_C05,41,62,5,26,3,2
Connection: SH_C04,SH_S02,46,38,14,28,0,2
Connection: SH_C05,SH_E05,142,15,2,29,0,2
Connection: SH_C07,SH_LW06,4,89,44,57,2,0
Connection: SH_C07,SH_S01,11,52,32,19,3,0
Connection: SH_C11,SH_D01,38,12,19,3,3,3
Connection: SH_C13,SH_E05,2,19,243,19,2,0
Connection: SH_D02,SH_E02,118,9,68,9,3,3
Connection: SH_D03,SH_H01,6,6,195,47,3,3
Connection: SH_E01,SH_E03,20,3,247,5,3,3
Connection: SH_E01,SH_E04,245,4,16,4,3,3
Connection: SH_E02,SH_ROOTACCESS01,10,8,42,28,3,1
Connection: SH_E03,SH_N03b,77,4,46,68,3,0
Connection: SH_E04,SH_H01,250,4,11,6,3,3
Connection: SH_FB01,SH_FB02,51,16,9,27,3,1
Connection: SH_HW1,SH_HW2,102,26,14,7,0,2
Connection: SH_LW05,SH_LW06,43,13,3,7,0,2
Connection: SH_N02,SH_N03b,42,32,4,2,1,2
Connection: SH_ROOTACCESS01,SH_ROOTACCESS02,4,30,287,9,1,3
Connection: SH_ROOTACCESS01,SH_S08,19,8,22,11,0,2
Connection: SH_ROOTACCESS02,SH_ROOTACCESS03,12,28,130,5,1,3
Connection: SH_ROOTACCESS03,SH_ROOTACCESS04,8,10,43,18,2,0
