GATE_HW_SH: 2455.874,-68.40625,1936.464,-7.959824,1,0
HW_S05: 1946.518,-228.7857,1550.107,-136.3393,1,0
OffScreenDen_HW: -2401.126,74.59367,-1638.536,13.04008,1,1
Connection: GATE_HW_SH,HW_B47,2,12,103,19,2,0
Connection: GATE_LF_HW,HW_B01,45,9,3,8,0,2
Connection: HW_A02,HW_C03,46,20,4,9,0,2
Connection: HW_A02,HW_B01,7,15,93,26,3,0
Connection: HW_A04,HW_A05,46,32,3,26,0,2
Connection: HW_A04,HW_C03,26,5,143,21,3,0
Connection: HW_A05,HW_A06,44,27,18,14,0,3
Connection: HW_A05,HW_B09,44,10,4,11,0,2
Connection: HW_A06,HW_B09,45,29,4,57,0,2
Connection: HW_A07,HW_S02,24,32,20,8,1,3
Connection: HW_A07,HW_A10,44,22,7,4,0,3
Connection: HW_A07,HW_B09,22,3,29,70,3,1
Connection: HW_A08,HW_B09,20,31,45,4,1,3
Connection: HW_A08,HW_C03,5,15,143,12,2,0
Connection: HW_A08,HW_B12,44,11,15,8,0,2
Connection: HW_A10,HW_A16,4,20,35,7,2,3
Connection: HW_A10,HW_connec,43,4,9,27,3,2
Connection: HW_A11,HW_B09,18,29,46,22,2,0
Connection: HW_A11,HW_B14,47,21,21,32,0,2
Connection: HW_A11,HW_B12,14,7,43,27,1,0
Connection: HW_A13,HW_B12,9,14,111,8,2,0
Connection: HW_A13,HW_B14,44,7,17,11,3,3
Connection: HW_A18,HW_B17,21,31,85,7,1,0
Connection: HW_A18,HW_C20,45,29,3,27,0,1
Connection: HW_A19,HW_B17,6,10,110,10,2,0
Connection: HW_A19,HW_B21,51,10,4,16,0,3
Connection: HW_A22,HW_B24,43,2,3,4,0,2
Connection: HW_A22,HW_B21,6,2,50,6,3,3
Connection: HW_A23,HW_C20,5,20,148,15,2,0
Connection: HW_A23,HW_A26,49,20,3,16,0,2
Connection: HW_A25,HW_A28,46,35,14,36,0,1
Connection: HW_A25,HW_B24,43,15,49,73,3,1
Connection: HW_A26,HW_B27,20,30,19,4,1,3
Connection: HW_A26,HW_A33,42,13,5,24,3,2
Connection: HW_A28,HW_C29,37,31,20,6,1,0
Connection: HW_A28,HW_B31,42,17,3,65,0,2
Connection: HW_A28,HW_B27,25,5,26,74,3,1
Connection: HW_A30,HW_C29,9,9,42,11,3,3
Connection: HW_A30,HW_C34,60,9,6,13,3,2
Connection: HW_A30,HW_B31,29,21,19,68,0,1
Connection: HW_A33,HW_B32,33,28,27,2,1,3
Connection: HW_A33,HW_B36,42,18,5,4,0,2
Connection: HW_A35,HW_C34,22,31,64,9,1,3
Connection: HW_A35,HW_B31,6,3,44,63,2,0
Connection: HW_A37,HW_A39,40,23,2,17,0,3
Connection: HW_A37,HW_B36,6,14,102,23,2,1
Connection: HW_A38,HW_C34,5,29,111,9,1,3
Connection: HW_A38,HW_B42,40,9,5,41,0,2
Connection: HW_A39,HW_A43,42,24,11,8,3,2
Connection: HW_A40,HW_C44,45,20,2,12,0,2
Connection: HW_A40,HW_B36,3,6,101,6,2,0
Connection: HW_A41,HW_C34,10,24,120,19,2,0
Connection: HW_A41,HW_B42,43,8,3,63,3,2
Connection: HW_A43,HW_B42,8,31,10,13,2,2
Connection: HW_A43,HW_B45,40,6,8,15,3,2
Connection: HW_A46,HW_B45,6,14,91,8,2,3
Connection: HW_A46,HW_B47,38,16,6,10,0,2
Connection: HW_A46,HW_S05,20,2,26,25,3,1
Connection: HW_B14,HW_connec,10,52,29,5,2,3
Connection: HW_B14,HW_C15,44,11,8,11,0,2
Connection: HW_B17,HW_C15,4,12,149,15,2,0
Connection: HW_B21,HW_C20,29,20,77,26,3,1
Connection: HW_B24,HW_B27,48,51,3,51,0,2
Connection: HW_B27,HW_B32,41,7,8,23,0,2
Connection: HW_B31,HW_S04,42,30,10,13,0,2
Connection: HW_B31,HW_B32,11,11,16,35,3,2
Connection: HW_B45,HW_C44,76,3,140,26,3,1
Connection: HW_C03,HW_S01,95,6,16,4,3,3
Connection: HW_C15,HW_S03,68,6,25,26,3,1
