CC_A02: -906.9804,-517.99,-743.1261,-329.0385,1,1
Connection: CC_B12,CC_C11,2,73,43,95,3,3
Connection: CC_B12,CC_F01,41,56,8,63,3,3
Connection: CC_B13,CC_C04,4,55,38,13,3,3
Connection: CC_B13,CC_C05,34,14,10,49,3,3
Connection: CC_B14,CC_F01,7,63,148,73,3,3
Connection: CC_C03,CC_F01,32,107,73,28,0,2
Connection: CC_C03,CC_N03,47,12,19,22,0,2
Connection: CC_C03,CC_S03l,47,10,9,9,0,2
Connection: CC_C04,CC_D01,17,14,34,53,3,0
Connection: CC_C09,GATE_SI_CC,3,18,45,9,2,0
Connection: CC_C13,CC_D01,149,14,13,56,0,2
Connection: CC_C13,CC_FB01,80,9,35,104,3,1
Connection: CC_FB01,CC_FB02,40,14,6,102,0,2
Connection: CC_FB02,CC_FB04,58,57,5,18,0,2
Connection: CC_FB02,CC_FB03,58,18,6,13,0,2
Connection: CC_FB03,CC_FB04,40,30,41,8,1,3
Connection: CC_FB03,CC_FB05,96,7,29,26,3,1
Connection: CC_FB05,CC_FBS01,13,16,38,15,2,0
Connection: CC_FB05,GATE_CC_FB,157,12,3,10,0,2
Connection: CC_H01,GATE_CC_UW,327,11,2,9,0,2
Connection: CC_N03,GATE_FI_CC,102,9,11,19,0,1
Connection: CC_S04,GATE_SI_CC,23,24,36,5,2,3
