GATE_RW_SB: -2302.263,-430.3297,-1514.235,-583.9125,2,0
RW_C31: -268.7008,106.5778,-497.2271,255.8347,0,1
RW_C33: -1054.701,152.5777,-1256.228,215.8349,0,1
RW_D01: 3966.737,276.6701,2763.766,277.0873,1,1
RW_D02: 4659.736,231.6702,3199.766,209.0876,1,1
RW_D03: 2748.736,185.6702,2041.766,177.0873,2,1
RW_D04: 2524.736,205.6702,1801.765,283.0873,1,1
RW_D05: 2597.736,159.6704,1922.765,154.0873,2,1
RW_D06: 4268.736,148.6704,2940.766,149.0873,2,1
RW_D07: 4274.736,294.6702,3084.766,357.0872,1,1
RW_D08: 2364.736,383.6702,1735.765,504.0872,1,1
RW_D09: 3003.737,20.67021,2073.766,45.08715,2,1
RW_D10: 3630.737,21.67021,2467.766,44.08715,2,1
RW_S01: 140.7369,78.6703,98.76556,-149.9127,2,0
RW_S02: -1187.265,-484.3298,-641.2338,-488.9128,2,0
RW_S03: -4017.264,-256.3298,-2616.234,-476.9128,1,0
RW_S04: -913.2635,-898.3301,-520.2339,-863.9125,2,0
RW_S05: 2426.736,491.6702,1849.765,544.0875,1,0
RW_S06: -151.2363,583.3979,-298.4037,619.9531,1,0
RW_S07: 317.1622,377.9252,121.9852,404.8723,0,0
RW_S08: -819.8379,266.9252,-947.0145,340.8723,1,0
RW_S09: -506.1236,-844.5342,-220.3514,-833.5051,0,0
RW_S10: 4928.22,210.8701,3622.77,202.01,2,0
OffScreenDen_RW: 26.7371,373.6702,450.7657,-520.9125,1,1
Connection: GATE_RW_SB,RW_B03,2,9,251,6,2,0
Connection: GATE_RW_SL,RW_B12,36,5,2,4,3,2
Connection: GATE_RW_SS,RW_D02,2,11,200,74,2,0
Connection: GATE_RW_SS,RW_S10,2,9,29,18,2,0
Connection: RW_A01,RW_A02,44,8,7,8,0,3
Connection: RW_A01,RW_A15,4,4,23,29,3,1
Connection: RW_A02,RW_A26,43,21,13,4,1,3
Connection: RW_A03,RW_A05,45,27,4,12,1,2
Connection: RW_A03,RW_A04,3,27,2,18,2,3
Connection: RW_A03,RW_A12,45,2,9,33,0,1
Connection: RW_A05,RW_A18,97,24,17,4,0,2
Connection: RW_A06,RW_A08,2,109,4,4,2,3
Connection: RW_A06,RW_S09,2,30,22,18,2,0
Connection: RW_A06,RW_B04,7,10,45,17,3,0
Connection: RW_A07,RW_A19,22,25,24,31,3,1
Connection: RW_A08,RW_A12,4,31,1,4,1,2
Connection: RW_A09,RW_A16,2,31,33,22,2,0
Connection: RW_A09,RW_A17,36,31,23,3,1,3
Connection: RW_A09,RW_A15,45,9,15,8,0,2
Connection: RW_A10,RW_A28,38,4,4,32,3,1
Connection: RW_A11,RW_C21,1,16,44,21,2,3
Connection: RW_A11,RW_A13,41,10,5,2,3,3
Connection: RW_A13,RW_A19,45,11,3,17,0,2
Connection: RW_A14,RW_A16,41,28,12,23,0,2
Connection: RW_A14,RW_B11,9,15,45,17,2,0
Connection: RW_A16,RW_S02,15,9,38,24,2,1
Connection: RW_A17,RW_A20,24,31,10,19,1,3
Connection: RW_A18,RW_A26,2,32,34,3,2,3
Connection: RW_A19,RW_A30,40,31,11,9,1,2
Connection: RW_A19,RW_A20,24,3,86,30,3,1
Connection: RW_A21,RW_A27,1,31,22,11,2,3
Connection: RW_A21,RW_A25,41,1,1,29,3,2
Connection: RW_A22,RW_A25,44,28,1,3,0,2
Connection: RW_A22,RW_A23,6,26,45,23,2,0
Connection: RW_A22,RW_A24,35,6,10,33,0,1
Connection: RW_A23,RW_A29,2,33,46,7,2,0
Connection: RW_A23,RW_S01,2,23,31,18,2,0
Connection: RW_A23,RW_A26,2,7,42,29,2,0
Connection: RW_A24,RW_A28,5,3,43,32,3,1
Connection: RW_A26,RW_A30,5,29,109,32,2,0
Connection: RW_A27,RW_C11,22,30,11,14,1,3
Connection: RW_A29,RW_A31,1,7,48,11,2,0
Connection: RW_A31,RW_C17,5,22,34,1,2,3
Connection: RW_A32,RW_S08,41,18,24,12,0,3
Connection: RW_A32,RW_C26,41,3,7,10,0,2
Connection: RW_B01,RW_B02,202,60,4,13,0,3
Connection: RW_B01,RW_B07,2,57,40,11,2,0
Connection: RW_B02,RW_B06,148,5,5,4,0,3
Connection: RW_B03,RW_B07,3,6,37,145,2,1
Connection: RW_B04,RW_B09,2,4,245,5,2,0
Connection: RW_B05,RW_B08,11,14,94,60,3,0
Connection: RW_B05,RW_S04,95,2,14,6,3,2
Connection: RW_B06,RW_B08,138,10,2,65,3,2
Connection: RW_B08,RW_B09,95,11,3,5,0,2
Connection: RW_B10,RW_B13,9,21,186,2,3,3
Connection: RW_B10,RW_B14,34,17,31,66,3,3
Connection: RW_B11,RW_B14,2,17,180,51,2,3
Connection: RW_B12,RW_B15,23,33,133,28,1,3
Connection: RW_B13,RW_B15,9,21,415,20,3,0
Connection: RW_B15,RW_S03,33,5,9,19,3,2
Connection: RW_C01,RW_C07,90,29,24,8,3,3
Connection: RW_C01,RW_C18,8,17,45,16,3,3
Connection: RW_C01,RW_C30,29,5,41,8,3,3
Connection: RW_C01,RW_C08,96,3,4,8,3,3
Connection: RW_C02,RW_C12,8,25,148,30,3,3
Connection: RW_C02,RW_C10,97,7,5,28,3,3
Connection: RW_C03,RW_C10,11,26,12,14,3,3
Connection: RW_C03,RW_C04,33,9,41,13,3,3
Connection: RW_C04,RW_C12,2,30,74,12,3,3
Connection: RW_C05,RW_C15,41,29,14,14,3,3
Connection: RW_C05,RW_C11,13,6,46,17,3,0
Connection: RW_C06,RW_C12,43,53,8,20,3,3
Connection: RW_C06,RW_C08,10,7,43,18,3,3
Connection: RW_C08,RW_C09,24,26,24,10,3,3
Connection: RW_C09,RW_C14,24,24,7,20,1,3
Connection: RW_C10,RW_D08,138,24,22,27,3,2
Connection: RW_C14,RW_C15,37,30,128,14,3,3
Connection: RW_C16,RW_C33,46,31,17,8,3,0
Connection: RW_C16,RW_C21,4,7,5,10,3,3
Connection: RW_C17,RW_C20,5,30,25,5,2,3
Connection: RW_C17,RW_C25,3,3,44,29,3,1
Connection: RW_C18,RW_S07,22,5,23,25,3,1
Connection: RW_C19,RW_C28,23,35,23,15,0,3
Connection: RW_C19,RW_C23,40,5,22,32,3,0
Connection: RW_C20,RW_C23,25,32,26,7,1,3
Connection: RW_C22,RW_C27,2,14,40,32,2,1
Connection: RW_C22,RW_C31,45,14,14,19,0,1
Connection: RW_C23,RW_S06,24,27,23,10,1,3
Connection: RW_C25,RW_C31,5,25,24,11,1,3
Connection: RW_C26,RW_C33,7,24,194,15,2,0
Connection: RW_C26,RW_C27,43,24,2,20,0,2
Connection: RW_C28,RW_C30,28,4,10,6,2,3
Connection: RW_D01,RW_D10,4,65,154,34,2,1
Connection: RW_D01,RW_D07,144,65,2,16,0,2
Connection: RW_D02,RW_D07,2,98,45,15,2,0
Connection: RW_D03,RW_D05,2,22,45,31,2,1
Connection: RW_D03,RW_D09,38,2,22,34,3,1
Connection: RW_D04,RW_D08,5,10,29,6,2,3
Connection: RW_D04,RW_D05,80,43,26,31,3,1
Connection: RW_D06,RW_D10,2,19,207,34,2,1
Connection: RW_D08,RW_S05,45,30,24,12,1,3
Connection: RW_D09,RW_D10,154,34,22,34,1,1
