GATE_CC_UW: -2655.938,-182.3991,-1945.705,-83.57323,1,0
Connection: UW_C04,UW_D06,5,17,101,65,2,0
Connection: UW_C05,UW_D07,4,9,99,9,2,0
Connection: UW_C05,UW_D06,130,7,3,12,3,3
Connection: UW_C07,UW_H01,4,5,393,8,2,0
Connection: UW_C08,UW_I01,3,23,147,99,2,0
Connection: UW_D01,UW_D07,47,16,46,70,0,0
Connection: UW_D02,UW_E02,4,146,42,9,2,3
Connection: UW_D02,UW_S05,43,19,16,15,0,2
Connection: UW_D03,UW_D04,43,148,12,8,0,3
Connection: UW_D03,UW_E03,41,17,4,182,0,2
Connection: UW_D06,UW_S01,99,11,23,10,0,3
Connection: UW_D07,UW_S04,85,68,25,10,1,3
Connection: UW_E02,UW_E03,43,182,4,9,3,2
Connection: UW_I01,UW_S02,147,17,18,18,0,2
Connection: UW_I01,UW_J02,4,17,83,71,2,1
